id,uuid,DCP_date_current_period,OPCP_open_price_current_period,HPCP_high_price_current_period,LPCP_low_price_current_period,CPCP_close_price_current_period,ACPCP_adjusted_close_price_current_period,VTCP_volume_of_transactions_current_period
1819,,2007-03-29,"1,417.17","1,426.24","1,413.27","1,422.53","1,422.53","2,854,710,000"
1820,,2007-03-30,"1,422.52","1,429.22","1,408.90","1,420.86","1,420.86","2,903,960,000"
1821,,2007-04-02,"1,420.83","1,425.49","1,416.37","1,424.55","1,424.55","2,875,880,000"
1822,,2007-04-03,"1,424.27","1,440.57","1,424.27","1,437.77","1,437.77","2,921,760,000"
1823,,2007-04-04,"1,437.75","1,440.16","1,435.08","1,439.37","1,439.37","2,616,320,000"
1824,,2007-04-05,"1,438.94","1,444.88","1,436.67","1,443.76","1,443.76","2,357,230,000"
1825,,2007-04-09,"1,443.77","1,448.10","1,443.28","1,444.61","1,444.61","2,349,410,000"
1826,,2007-04-10,"1,444.58","1,448.73","1,443.99","1,448.39","1,448.39","2,510,110,000"
1827,,2007-04-11,"1,448.23","1,448.39","1,436.15","1,438.87","1,438.87","2,950,190,000"
1828,,2007-04-12,"1,438.87","1,448.02","1,433.91","1,447.80","1,447.80","2,770,570,000"
1829,,2007-04-13,"1,447.80","1,453.11","1,444.15","1,452.85","1,452.85","2,690,020,000"
1830,,2007-04-16,"1,452.84","1,468.62","1,452.84","1,468.33","1,468.33","2,870,140,000"
1831,,2007-04-17,"1,468.47","1,474.35","1,467.15","1,471.48","1,471.48","2,920,570,000"
1832,,2007-04-18,"1,471.47","1,476.57","1,466.41","1,472.50","1,472.50","2,971,330,000"
1833,,2007-04-19,"1,472.48","1,474.23","1,464.47","1,470.73","1,470.73","2,913,610,000"
1834,,2007-04-20,"1,470.69","1,484.74","1,470.69","1,484.35","1,484.35","3,329,940,000"
1835,,2007-04-23,"1,484.33","1,487.32","1,480.19","1,480.93","1,480.93","2,575,020,000"
1836,,2007-04-24,"1,480.93","1,483.82","1,473.74","1,480.41","1,480.41","3,119,750,000"
1837,,2007-04-25,"1,480.28","1,496.59","1,480.28","1,495.42","1,495.42","3,252,590,000"
1838,,2007-04-26,"1,495.27","1,498.02","1,491.17","1,494.25","1,494.25","3,211,800,000"
1839,,2007-04-27,"1,494.21","1,497.32","1,488.67","1,494.07","1,494.07","2,732,810,000"
1840,,2007-04-30,"1,494.07","1,497.16","1,482.29","1,482.37","1,482.37","3,093,420,000"
1841,,2007-05-01,"1,482.37","1,487.27","1,476.70","1,486.30","1,486.30","3,400,350,000"
1842,,2007-05-02,"1,486.13","1,499.10","1,486.13","1,495.92","1,495.92","3,189,800,000"
1843,,2007-05-03,"1,495.56","1,503.34","1,495.56","1,502.39","1,502.39","3,007,970,000"
1844,,2007-05-04,"1,502.35","1,510.34","1,501.80","1,505.62","1,505.62","2,761,930,000"
1845,,2007-05-07,"1,505.57","1,511.00","1,505.54","1,509.48","1,509.48","2,545,090,000"
1846,,2007-05-08,"1,509.36","1,509.36","1,500.66","1,507.72","1,507.72","2,795,720,000"
1847,,2007-05-09,"1,507.32","1,513.80","1,503.77","1,512.58","1,512.58","2,935,550,000"
1848,,2007-05-10,"1,512.33","1,512.33","1,491.42","1,491.47","1,491.47","3,031,240,000"
1849,,2007-05-11,"1,491.47","1,506.24","1,491.47","1,505.85","1,505.85","2,720,780,000"
1850,,2007-05-14,"1,505.76","1,510.90","1,498.34","1,503.15","1,503.15","2,776,130,000"
1851,,2007-05-15,"1,503.11","1,514.83","1,500.43","1,501.19","1,501.19","3,071,020,000"
1852,,2007-05-16,"1,500.75","1,514.15","1,500.75","1,514.14","1,514.14","2,915,350,000"
1853,,2007-05-17,"1,514.01","1,517.14","1,509.29","1,512.75","1,512.75","2,868,640,000"
1854,,2007-05-18,"1,512.74","1,522.75","1,512.74","1,522.75","1,522.75","2,959,050,000"
1855,,2007-05-21,"1,522.75","1,529.87","1,522.71","1,525.10","1,525.10","3,465,360,000"
1856,,2007-05-22,"1,525.10","1,529.24","1,522.05","1,524.12","1,524.12","2,860,500,000"
1857,,2007-05-23,"1,524.09","1,532.43","1,521.90","1,522.28","1,522.28","3,084,260,000"
1858,,2007-05-24,"1,522.10","1,529.31","1,505.18","1,507.51","1,507.51","3,365,530,000"
1859,,2007-05-25,"1,507.50","1,517.41","1,507.50","1,515.73","1,515.73","2,316,250,000"
1860,,2007-05-29,"1,515.55","1,521.80","1,512.02","1,518.11","1,518.11","2,571,790,000"
1861,,2007-05-30,"1,517.60","1,530.23","1,510.06","1,530.23","1,530.23","2,980,210,000"
1862,,2007-05-31,"1,530.19","1,535.56","1,528.26","1,530.62","1,530.62","3,335,530,000"
1863,,2007-06-01,"1,530.62","1,540.56","1,530.62","1,536.34","1,536.34","2,927,020,000"
1864,,2007-06-04,"1,536.28","1,540.53","1,532.31","1,539.18","1,539.18","2,738,930,000"
1865,,2007-06-05,"1,539.12","1,539.12","1,525.62","1,530.95","1,530.95","2,939,450,000"
1866,,2007-06-06,"1,530.57","1,530.57","1,514.13","1,517.38","1,517.38","2,964,190,000"
1867,,2007-06-07,"1,517.36","1,517.36","1,490.37","1,490.72","1,490.72","3,538,470,000"
1868,,2007-06-08,"1,490.71","1,507.76","1,487.41","1,507.67","1,507.67","2,993,460,000"
1869,,2007-06-11,"1,507.64","1,515.53","1,503.35","1,509.12","1,509.12","2,525,280,000"
1870,,2007-06-12,"1,509.12","1,511.33","1,492.97","1,493.00","1,493.00","3,056,200,000"
1871,,2007-06-13,"1,492.65","1,515.70","1,492.65","1,515.67","1,515.67","3,077,930,000"
1872,,2007-06-14,"1,515.58","1,526.45","1,515.58","1,522.97","1,522.97","2,813,630,000"
1873,,2007-06-15,"1,522.97","1,538.71","1,522.97","1,532.91","1,532.91","3,406,030,000"
1874,,2007-06-18,"1,532.90","1,535.44","1,529.31","1,531.05","1,531.05","2,480,240,000"
1875,,2007-06-19,"1,531.02","1,535.85","1,525.67","1,533.70","1,533.70","2,873,590,000"
1876,,2007-06-20,"1,533.68","1,537.32","1,512.36","1,512.84","1,512.84","3,286,900,000"
1877,,2007-06-21,"1,512.50","1,522.90","1,504.75","1,522.19","1,522.19","3,161,110,000"
1878,,2007-06-22,"1,522.19","1,522.19","1,500.74","1,502.56","1,502.56","4,284,320,000"
1879,,2007-06-25,"1,502.56","1,514.29","1,492.68","1,497.74","1,497.74","3,287,250,000"
1880,,2007-06-26,"1,497.68","1,506.12","1,490.54","1,492.89","1,492.89","3,398,530,000"
1881,,2007-06-27,"1,492.62","1,506.80","1,484.18","1,506.34","1,506.34","3,398,150,000"
1882,,2007-06-28,"1,506.32","1,514.84","1,503.41","1,505.71","1,505.71","3,006,710,000"
1883,,2007-06-29,"1,505.70","1,517.53","1,493.61","1,503.35","1,503.35","3,165,410,000"
1884,,2007-07-02,"1,504.66","1,519.45","1,504.66","1,519.43","1,519.43","2,648,990,000"
1885,,2007-07-03,"1,519.12","1,526.01","1,519.12","1,524.87","1,524.87","1,560,790,000"
1886,,2007-07-05,"1,524.86","1,526.57","1,517.72","1,525.40","1,525.40","2,622,950,000"
1887,,2007-07-06,"1,524.96","1,532.40","1,520.47","1,530.44","1,530.44","2,441,520,000"
1888,,2007-07-09,"1,530.43","1,534.26","1,527.45","1,531.85","1,531.85","2,715,330,000"
1889,,2007-07-10,"1,531.85","1,531.85","1,510.01","1,510.12","1,510.12","3,244,280,000"
1890,,2007-07-11,"1,509.93","1,519.34","1,506.10","1,518.76","1,518.76","3,082,920,000"
1891,,2007-07-12,"1,518.74","1,547.92","1,518.74","1,547.70","1,547.70","3,489,600,000"
1892,,2007-07-13,"1,547.68","1,555.10","1,544.85","1,552.50","1,552.50","2,801,120,000"
1893,,2007-07-16,"1,552.50","1,555.90","1,546.69","1,549.52","1,549.52","2,704,110,000"
1894,,2007-07-17,"1,549.52","1,555.32","1,547.74","1,549.37","1,549.37","3,007,140,000"
1895,,2007-07-18,"1,549.20","1,549.20","1,533.67","1,546.17","1,546.17","3,609,220,000"
1896,,2007-07-19,"1,546.13","1,555.20","1,546.13","1,553.08","1,553.08","3,251,450,000"
1897,,2007-07-20,"1,553.19","1,553.19","1,529.20","1,534.10","1,534.10","3,745,780,000"
1898,,2007-07-23,"1,534.06","1,547.23","1,534.06","1,541.57","1,541.57","3,102,700,000"
1899,,2007-07-24,"1,541.57","1,541.57","1,508.62","1,511.04","1,511.04","4,115,830,000"
1900,,2007-07-25,"1,511.03","1,524.31","1,503.73","1,518.09","1,518.09","4,283,200,000"
1901,,2007-07-26,"1,518.09","1,518.09","1,465.30","1,482.66","1,482.66","4,472,550,000"
1902,,2007-07-27,"1,482.44","1,488.53","1,458.95","1,458.95","1,458.95","4,784,650,000"
1903,,2007-07-30,"1,458.93","1,477.88","1,454.32","1,473.91","1,473.91","4,128,780,000"
1904,,2007-07-31,"1,473.90","1,488.30","1,454.25","1,455.27","1,455.27","4,524,520,000"
1905,,2007-08-01,"1,455.18","1,468.38","1,439.59","1,465.81","1,465.81","5,256,780,000"
1906,,2007-08-02,"1,465.46","1,476.43","1,460.58","1,472.20","1,472.20","4,368,850,000"
1907,,2007-08-03,"1,472.18","1,473.23","1,432.80","1,433.06","1,433.06","4,272,110,000"
1908,,2007-08-06,"1,433.04","1,467.67","1,427.39","1,467.67","1,467.67","5,067,200,000"
1909,,2007-08-07,"1,467.62","1,488.30","1,455.80","1,476.71","1,476.71","4,909,390,000"
1910,,2007-08-08,"1,476.22","1,503.89","1,476.22","1,497.49","1,497.49","5,499,560,000"
1911,,2007-08-09,"1,497.21","1,497.21","1,453.09","1,453.09","1,453.09","5,889,600,000"
1912,,2007-08-10,"1,453.09","1,462.02","1,429.74","1,453.64","1,453.64","5,345,780,000"
1913,,2007-08-13,"1,453.42","1,466.29","1,451.54","1,452.92","1,452.92","3,696,280,000"
1914,,2007-08-14,"1,452.87","1,456.74","1,426.20","1,426.54","1,426.54","3,814,630,000"
1915,,2007-08-15,"1,426.15","1,440.78","1,404.36","1,406.70","1,406.70","4,290,930,000"
1916,,2007-08-16,"1,406.64","1,415.97","1,370.60","1,411.27","1,411.27","6,509,300,000"
1917,,2007-08-17,"1,411.26","1,450.33","1,411.26","1,445.94","1,445.94","3,570,040,000"
1918,,2007-08-20,"1,445.94","1,451.75","1,430.54","1,445.55","1,445.55","3,321,340,000"
1919,,2007-08-21,"1,445.55","1,455.32","1,439.76","1,447.12","1,447.12","3,012,150,000"
1920,,2007-08-22,"1,447.03","1,464.86","1,447.03","1,464.07","1,464.07","3,309,120,000"
1921,,2007-08-23,"1,464.05","1,472.06","1,453.88","1,462.50","1,462.50","3,084,390,000"
1922,,2007-08-24,"1,462.34","1,479.40","1,460.54","1,479.37","1,479.37","2,541,400,000"
1923,,2007-08-27,"1,479.36","1,479.36","1,465.98","1,466.79","1,466.79","2,406,180,000"
1924,,2007-08-28,"1,466.72","1,466.72","1,432.01","1,432.36","1,432.36","3,078,090,000"
1925,,2007-08-29,"1,432.01","1,463.76","1,432.01","1,463.76","1,463.76","2,824,070,000"
1926,,2007-08-30,"1,463.67","1,468.43","1,451.25","1,457.64","1,457.64","2,582,960,000"
1927,,2007-08-31,"1,457.61","1,481.47","1,457.61","1,473.99","1,473.99","2,731,610,000"
1928,,2007-09-04,"1,473.96","1,496.40","1,472.15","1,489.42","1,489.42","2,766,600,000"
1929,,2007-09-05,"1,488.76","1,488.76","1,466.34","1,472.29","1,472.29","2,991,600,000"
1930,,2007-09-06,"1,472.03","1,481.49","1,467.41","1,478.55","1,478.55","2,459,590,000"
1931,,2007-09-07,"1,478.55","1,478.55","1,449.07","1,453.55","1,453.55","3,191,080,000"
1932,,2007-09-10,"1,453.50","1,462.25","1,439.29","1,451.70","1,451.70","2,835,720,000"
1933,,2007-09-11,"1,451.69","1,472.48","1,451.69","1,471.49","1,471.49","3,015,330,000"
1934,,2007-09-12,"1,471.10","1,479.50","1,465.75","1,471.56","1,471.56","2,885,720,000"
1935,,2007-09-13,"1,471.47","1,489.58","1,471.47","1,483.95","1,483.95","2,877,080,000"
1936,,2007-09-14,"1,483.95","1,485.99","1,473.18","1,484.25","1,484.25","2,641,740,000"
1937,,2007-09-17,"1,484.24","1,484.24","1,471.82","1,476.65","1,476.65","2,598,390,000"
1938,,2007-09-18,"1,476.63","1,519.89","1,476.63","1,519.78","1,519.78","3,708,940,000"
1939,,2007-09-19,"1,519.75","1,538.74","1,519.75","1,529.03","1,529.03","3,846,750,000"
1940,,2007-09-20,"1,528.69","1,529.14","1,516.42","1,518.75","1,518.75","2,957,700,000"
1941,,2007-09-21,"1,518.75","1,530.89","1,518.75","1,525.75","1,525.75","3,679,460,000"
1942,,2007-09-24,"1,525.75","1,530.18","1,516.15","1,517.73","1,517.73","3,131,310,000"
1943,,2007-09-25,"1,516.34","1,518.27","1,507.13","1,517.21","1,517.21","3,187,770,000"
1944,,2007-09-26,"1,518.62","1,529.39","1,518.62","1,525.42","1,525.42","3,237,390,000"
1945,,2007-09-27,"1,527.32","1,532.46","1,525.81","1,531.38","1,531.38","2,872,180,000"
1946,,2007-09-28,"1,531.24","1,533.74","1,521.99","1,526.75","1,526.75","2,925,350,000"
1947,,2007-10-01,"1,527.29","1,549.02","1,527.25","1,547.04","1,547.04","3,281,990,000"
1948,,2007-10-02,"1,546.96","1,548.01","1,540.37","1,546.63","1,546.63","3,101,910,000"
1949,,2007-10-03,"1,545.80","1,545.84","1,536.34","1,539.59","1,539.59","3,065,320,000"
1950,,2007-10-04,"1,539.91","1,544.02","1,537.63","1,542.84","1,542.84","2,690,430,000"
1951,,2007-10-05,"1,543.84","1,561.91","1,543.84","1,557.59","1,557.59","2,919,030,000"
1952,,2007-10-08,"1,556.51","1,556.51","1,549.00","1,552.58","1,552.58","2,040,650,000"
1953,,2007-10-09,"1,553.18","1,565.26","1,551.82","1,565.15","1,565.15","2,932,040,000"
1954,,2007-10-10,"1,564.98","1,565.42","1,555.46","1,562.47","1,562.47","3,044,760,000"
1955,,2007-10-11,"1,564.72","1,576.09","1,546.72","1,554.41","1,554.41","3,911,260,000"
1956,,2007-10-12,"1,555.41","1,563.03","1,554.09","1,561.80","1,561.80","2,788,690,000"
1957,,2007-10-15,"1,562.25","1,564.74","1,540.81","1,548.71","1,548.71","3,139,290,000"
1958,,2007-10-16,"1,547.81","1,547.81","1,536.29","1,538.53","1,538.53","3,234,560,000"
1959,,2007-10-17,"1,544.44","1,550.66","1,526.01","1,541.24","1,541.24","3,638,070,000"
1960,,2007-10-18,"1,539.29","1,542.79","1,531.76","1,540.08","1,540.08","3,203,210,000"
1961,,2007-10-19,"1,540.00","1,540.00","1,500.26","1,500.63","1,500.63","4,160,970,000"
1962,,2007-10-22,"1,497.79","1,508.06","1,490.40","1,506.33","1,506.33","3,471,830,000"
1963,,2007-10-23,"1,509.30","1,520.01","1,503.61","1,519.59","1,519.59","3,309,120,000"
1964,,2007-10-24,"1,516.61","1,517.23","1,489.56","1,515.88","1,515.88","4,003,300,000"
1965,,2007-10-25,"1,516.15","1,523.24","1,500.46","1,514.40","1,514.40","4,183,960,000"
1966,,2007-10-26,"1,522.17","1,535.53","1,520.18","1,535.28","1,535.28","3,612,120,000"
1967,,2007-10-29,"1,536.92","1,544.67","1,536.43","1,540.98","1,540.98","3,124,480,000"
1968,,2007-10-30,"1,539.42","1,539.42","1,529.55","1,531.02","1,531.02","3,212,520,000"
1969,,2007-10-31,"1,532.15","1,552.76","1,529.40","1,549.38","1,549.38","3,953,070,000"
1970,,2007-11-01,"1,545.79","1,545.79","1,506.66","1,508.44","1,508.44","4,241,470,000"
1971,,2007-11-02,"1,511.07","1,513.15","1,492.53","1,509.65","1,509.65","4,285,990,000"
1972,,2007-11-05,"1,505.61","1,510.84","1,489.95","1,502.17","1,502.17","3,819,330,000"
1973,,2007-11-06,"1,505.33","1,520.77","1,499.07","1,520.27","1,520.27","3,879,160,000"
1974,,2007-11-07,"1,515.46","1,515.46","1,475.04","1,475.62","1,475.62","4,353,160,000"
1975,,2007-11-08,"1,475.27","1,482.50","1,450.31","1,474.77","1,474.77","5,439,720,000"
1976,,2007-11-09,"1,467.59","1,474.09","1,448.51","1,453.70","1,453.70","4,587,050,000"
1977,,2007-11-12,"1,453.66","1,464.94","1,438.53","1,439.18","1,439.18","4,192,520,000"
1978,,2007-11-13,"1,441.35","1,481.37","1,441.35","1,481.05","1,481.05","4,141,310,000"
1979,,2007-11-14,"1,483.40","1,492.14","1,466.47","1,470.58","1,470.58","4,031,470,000"
1980,,2007-11-15,"1,468.04","1,472.67","1,443.49","1,451.15","1,451.15","3,941,010,000"
1981,,2007-11-16,"1,453.09","1,462.18","1,443.99","1,458.74","1,458.74","4,168,870,000"
1982,,2007-11-19,"1,456.70","1,456.70","1,430.42","1,433.27","1,433.27","4,119,650,000"
1983,,2007-11-20,"1,434.51","1,452.64","1,419.28","1,439.70","1,439.70","4,875,150,000"
1984,,2007-11-21,"1,434.71","1,436.40","1,415.64","1,416.77","1,416.77","4,076,230,000"
1985,,2007-11-23,"1,417.62","1,440.86","1,417.62","1,440.70","1,440.70","1,612,720,000"
1986,,2007-11-26,"1,440.74","1,446.09","1,406.10","1,407.22","1,407.22","3,706,470,000"
1987,,2007-11-27,"1,409.59","1,429.49","1,407.43","1,428.23","1,428.23","4,320,720,000"
1988,,2007-11-28,"1,432.95","1,471.62","1,432.95","1,469.02","1,469.02","4,508,020,000"
1989,,2007-11-29,"1,467.41","1,473.81","1,458.36","1,469.72","1,469.72","3,524,730,000"
1990,,2007-11-30,"1,471.83","1,488.94","1,470.89","1,481.14","1,481.14","4,422,200,000"
1991,,2007-12-03,"1,479.63","1,481.16","1,470.08","1,472.42","1,472.42","3,323,250,000"
1992,,2007-12-04,"1,471.34","1,471.34","1,460.66","1,462.79","1,462.79","3,343,620,000"
1993,,2007-12-05,"1,465.22","1,486.09","1,465.22","1,485.01","1,485.01","3,663,660,000"
1994,,2007-12-06,"1,484.59","1,508.02","1,482.19","1,507.34","1,507.34","3,568,570,000"
1995,,2007-12-07,"1,508.60","1,510.63","1,502.66","1,504.66","1,504.66","3,177,710,000"
1996,,2007-12-10,"1,505.11","1,518.27","1,504.96","1,515.96","1,515.96","2,911,760,000"
1997,,2007-12-11,"1,516.68","1,523.57","1,475.99","1,477.65","1,477.65","4,080,180,000"
1998,,2007-12-12,"1,487.58","1,511.96","1,468.23","1,486.59","1,486.59","4,482,120,000"
1999,,2007-12-13,"1,483.27","1,489.40","1,469.21","1,488.41","1,488.41","3,635,170,000"
2000,,2007-12-14,"1,486.19","1,486.67","1,467.78","1,467.95","1,467.95","3,401,050,000"
2001,,2007-12-17,"1,465.05","1,465.05","1,445.43","1,445.90","1,445.90","3,569,030,000"
2002,,2007-12-18,"1,445.92","1,460.16","1,435.65","1,454.98","1,454.98","3,723,690,000"
2003,,2007-12-19,"1,454.70","1,464.42","1,445.31","1,453.00","1,453.00","3,401,300,000"
2004,,2007-12-20,"1,456.42","1,461.53","1,447.22","1,460.12","1,460.12","3,526,890,000"
2005,,2007-12-21,"1,463.19","1,485.40","1,463.19","1,484.46","1,484.46","4,508,590,000"
2006,,2007-12-24,"1,484.55","1,497.63","1,484.55","1,496.45","1,496.45","1,267,420,000"
2007,,2007-12-26,"1,495.12","1,498.85","1,488.20","1,497.66","1,497.66","2,010,500,000"
2008,,2007-12-27,"1,495.05","1,495.05","1,475.86","1,476.27","1,476.27","2,365,770,000"
2009,,2007-12-28,"1,479.83","1,488.01","1,471.70","1,478.49","1,478.49","2,420,510,000"
2010,,2007-12-31,"1,475.25","1,475.83","1,465.13","1,468.36","1,468.36","2,440,880,000"
2011,,2008-01-02,"1,467.97","1,471.77","1,442.07","1,447.16","1,447.16","3,452,650,000"
2012,,2008-01-03,"1,447.55","1,456.80","1,443.73","1,447.16","1,447.16","3,429,500,000"
2013,,2008-01-04,"1,444.01","1,444.01","1,411.19","1,411.63","1,411.63","4,166,000,000"
2014,,2008-01-07,"1,414.07","1,423.87","1,403.45","1,416.18","1,416.18","4,221,260,000"
2015,,2008-01-08,"1,415.71","1,430.28","1,388.30","1,390.19","1,390.19","4,705,390,000"
2016,,2008-01-09,"1,390.25","1,409.19","1,378.70","1,409.13","1,409.13","5,351,030,000"
2017,,2008-01-10,"1,406.78","1,429.09","1,395.31","1,420.33","1,420.33","5,170,490,000"
2018,,2008-01-11,"1,419.91","1,419.91","1,394.83","1,401.02","1,401.02","4,495,840,000"
2019,,2008-01-14,"1,402.91","1,417.89","1,402.91","1,416.25","1,416.25","3,682,090,000"
2020,,2008-01-15,"1,411.88","1,411.88","1,380.60","1,380.95","1,380.95","4,601,640,000"
2021,,2008-01-16,"1,377.41","1,391.99","1,364.27","1,373.20","1,373.20","5,440,620,000"
2022,,2008-01-17,"1,374.79","1,377.72","1,330.67","1,333.25","1,333.25","5,303,130,000"
2023,,2008-01-18,"1,333.90","1,350.28","1,312.51","1,325.19","1,325.19","6,004,840,000"
2024,,2008-01-22,"1,312.94","1,322.09","1,274.29","1,310.50","1,310.50","6,544,690,000"
2025,,2008-01-23,"1,310.41","1,339.09","1,270.05","1,338.60","1,338.60","3,241,680,000"
2026,,2008-01-24,"1,340.13","1,355.15","1,334.31","1,352.07","1,352.07","5,735,300,000"
2027,,2008-01-25,"1,357.32","1,368.56","1,327.50","1,330.61","1,330.61","4,882,250,000"
2028,,2008-01-28,"1,330.70","1,353.97","1,322.26","1,353.96","1,353.96","4,100,930,000"
2029,,2008-01-29,"1,355.94","1,364.93","1,350.19","1,362.30","1,362.30","4,232,960,000"
2030,,2008-01-30,"1,362.22","1,385.86","1,352.95","1,355.81","1,355.81","4,742,760,000"
2031,,2008-01-31,"1,351.98","1,385.62","1,334.08","1,378.55","1,378.55","4,970,290,000"
2032,,2008-02-01,"1,378.60","1,396.02","1,375.93","1,395.42","1,395.42","4,650,770,000"
2033,,2008-02-04,"1,395.38","1,395.38","1,379.69","1,380.82","1,380.82","3,495,780,000"
2034,,2008-02-05,"1,380.28","1,380.28","1,336.64","1,336.64","1,336.64","4,315,740,000"
2035,,2008-02-06,"1,339.48","1,351.96","1,324.34","1,326.45","1,326.45","4,008,120,000"
2036,,2008-02-07,"1,324.01","1,347.16","1,316.75","1,336.91","1,336.91","4,589,160,000"
2037,,2008-02-08,"1,336.88","1,341.22","1,321.06","1,331.29","1,331.29","3,768,490,000"
2038,,2008-02-11,"1,331.92","1,341.40","1,320.32","1,339.13","1,339.13","3,593,140,000"
2039,,2008-02-12,"1,340.55","1,362.10","1,339.36","1,348.86","1,348.86","4,044,640,000"
2040,,2008-02-13,"1,353.12","1,369.23","1,350.78","1,367.21","1,367.21","3,856,420,000"
2041,,2008-02-14,"1,367.33","1,368.16","1,347.31","1,348.86","1,348.86","3,644,760,000"
2042,,2008-02-15,"1,347.52","1,350.00","1,338.13","1,349.99","1,349.99","3,583,300,000"
2043,,2008-02-19,"1,355.86","1,367.28","1,345.05","1,348.78","1,348.78","3,613,550,000"
2044,,2008-02-20,"1,348.39","1,363.71","1,336.55","1,360.03","1,360.03","3,870,520,000"
2045,,2008-02-21,"1,362.21","1,367.94","1,339.34","1,342.53","1,342.53","3,696,660,000"
2046,,2008-02-22,"1,344.22","1,354.30","1,327.04","1,353.11","1,353.11","3,572,660,000"
2047,,2008-02-25,"1,352.75","1,374.36","1,346.03","1,371.80","1,371.80","3,866,350,000"
2048,,2008-02-26,"1,371.76","1,387.34","1,363.29","1,381.29","1,381.29","4,096,060,000"
2049,,2008-02-27,"1,378.95","1,388.34","1,372.00","1,380.02","1,380.02","3,904,700,000"
2050,,2008-02-28,"1,378.16","1,378.16","1,363.16","1,367.68","1,367.68","3,938,580,000"
2051,,2008-02-29,"1,364.07","1,364.07","1,325.42","1,330.63","1,330.63","4,426,730,000"
2052,,2008-03-03,"1,330.45","1,335.13","1,320.04","1,331.34","1,331.34","4,117,570,000"
